id,area,square_feet,num_bedrooms,num_bathrooms,year_built,has_garage,price
514,Koregaon Park,2281,4,4,2012,1,26360916
515,Koregaon Park,898,2,2,2000,1,9951474
516,Pimpri-Chinchwad,711,1,1,2014,0,4298762
517,Hinjewadi,804,2,2,2015,1,4903396
518,Koregaon Park,1956,4,4,2006,1,24101251
519,Pimpri-Chinchwad,523,1,2,2026,1,4186116
520,Pimpri-Chinchwad,717,1,2,2004,1,4821868
521,Hinjewadi,1820,4,4,2004,0,10368600
522,Pimpri-Chinchwad,4031,5,5,1995,1,22567641
523,Viman Nagar,1858,4,4,2001,1,15447825
524,Koregaon Park,2363,4,3,2025,1,29452961
525,Koregaon Park,839,2,2,1990,1,9082529
526,Koregaon Park,554,1,2,1991,0,6049816
527,Viman Nagar,2494,4,4,2024,1,21212009
528,Kalyani Nagar,839,2,2,2016,0,8678220
529,Koregaon Park,1836,4,4,2015,1,22657802
530,Koregaon Park,627,1,2,2026,1,8555815
531,Kalyani Nagar,2042,4,4,2024,1,23084418
532,Pimpri-Chinchwad,578,1,1,2011,0,3784374
533,Pimpri-Chinchwad,3515,5,4,2004,1,21760222
534,Pimpri-Chinchwad,3557,5,5,1995,1,20613243
535,Pimpri-Chinchwad,1071,2,2,1990,0,6076813
536,Pimpri-Chinchwad,4030,5,5,2022,1,25545907
537,Hinjewadi,1558,3,2,1995,1,7902895
538,Viman Nagar,745,1,1,2007,0,6047665
539,Kalyani Nagar,808,2,2,2006,1,8344981
540,Koregaon Park,708,1,1,2016,0,8635273
541,Pimpri-Chinchwad,3269,5,5,2009,1,19574075
542,Hinjewadi,4126,5,5,2020,1,22893176
543,Hinjewadi,2015,4,3,2011,1,11671650
544,Kalyani Nagar,1234,3,2,1991,1,11090838
545,Viman Nagar,821,2,2,2022,1,7553930
546,Kalyani Nagar,681,1,1,2013,0,7106832
547,Viman Nagar,1360,3,2,2021,1,12065264
548,Viman Nagar,514,1,2,2014,0,4367322
549,Viman Nagar,864,2,2,2009,0,7199861
550,Pimpri-Chinchwad,3093,5,5,2012,1,19101066
551,Viman Nagar,3446,5,5,1999,1,25158314
552,Hinjewadi,1602,3,3,2000,1,9047071
553,Kalyani Nagar,537,1,1,2001,0,4967870
554,Hinjewadi,3267,5,5,1991,1,15643602
555,Koregaon Park,3649,5,5,2004,1,43092504
556,Viman Nagar,592,1,2,2014,0,5178224
557,Pimpri-Chinchwad,1955,4,3,2003,1,12402173
558,Koregaon Park,1862,4,3,2016,1,23089507
559,Pimpri-Chinchwad,3310,5,5,2014,1,21798410
560,Hinjewadi,526,1,2,1996,1,3139788
561,Viman Nagar,679,1,1,2002,0,5252886
562,Kalyani Nagar,651,1,2,2000,0,6281212
563,Hinjewadi,1897,4,3,2013,1,11206674
564,Pimpri-Chinchwad,2761,5,4,2002,1,17277822
565,Pimpri-Chinchwad,525,1,2,1991,0,3196016
566,Viman Nagar,1557,3,3,2026,1,14062033
567,Kalyani Nagar,1224,3,3,2008,0,12570436
568,Koregaon Park,1907,4,4,1999,1,22458844
569,Kalyani Nagar,1259,3,3,1992,0,11778752
570,Kalyani Nagar,2416,4,3,2003,1,22917906
571,Hinjewadi,1470,3,2,2025,1,8851497
572,Kalyani Nagar,1933,4,4,1999,1,19347882
573,Kalyani Nagar,1135,2,2,1992,0,10382486
574,Pimpri-Chinchwad,3776,5,5,2024,1,24854996
575,Koregaon Park,1095,2,2,1996,0,11516409
576,Koregaon Park,2986,5,5,2025,1,37773059
577,Pimpri-Chinchwad,1200,3,2,2010,1,7852288
578,Kalyani Nagar,2741,5,4,2018,1,29674094
579,Kalyani Nagar,1061,2,2,2017,0,10811553
580,Viman Nagar,1646,3,2,2004,1,12860193
581,Koregaon Park,971,2,2,2005,0,11295024
582,Pimpri-Chinchwad,911,2,2,1991,1,5637093
583,Hinjewadi,1575,3,2,2018,1,9470101
584,Pimpri-Chinchwad,748,1,2,2007,0,4661329
585,Pimpri-Chinchwad,2938,5,4,1997,1,16867448
586,Viman Nagar,531,1,1,2015,0,4650556
587,Viman Nagar,1811,4,4,2009,1,15822174
588,Hinjewadi,3890,5,4,2013,1,22180158
589,Koregaon Park,1140,2,2,2006,1,12972988
590,Hinjewadi,2201,4,4,2000,1,12011598
591,Kalyani Nagar,2484,4,4,2004,1,24166767
592,Viman Nagar,2870,5,4,2006,1,23968811
593,Hinjewadi,2767,5,5,1993,0,13487077
594,Viman Nagar,1534,3,3,1999,1,12189954
595,Kalyani Nagar,3621,5,5,2016,0,35384509
596,Koregaon Park,2084,4,3,2016,1,25720131
597,Viman Nagar,3720,5,4,1994,1,27901792
598,Viman Nagar,1089,2,2,2024,0,9800848
599,Pimpri-Chinchwad,957,2,2,2003,1,6281140
600,Pimpri-Chinchwad,1356,3,3,2003,0,8611168
601,Viman Nagar,1464,3,3,2002,1,11547385
602,Pimpri-Chinchwad,585,1,1,2017,0,3760046
603,Kalyani Nagar,1105,2,2,2025,1,11946664
604,Koregaon Park,2145,4,3,1995,0,23789517
605,Kalyani Nagar,621,1,2,1995,0,6073747
606,Kalyani Nagar,2537,4,4,2000,1,24223287
607,Kalyani Nagar,2528,4,3,2009,1,25301854
608,Viman Nagar,2107,4,4,2011,1,17502411
609,Hinjewadi,2939,5,4,2006,1,15622290
610,Viman Nagar,666,1,2,1992,0,5080159
611,Kalyani Nagar,1813,4,3,2008,1,17691968
612,Koregaon Park,2338,4,3,2014,1,28610023
613,Pimpri-Chinchwad,882,2,2,1991,1,5395645
614,Koregaon Park,954,2,2,2013,0,11646072
615,Hinjewadi,3055,5,4,2023,1,17893989
616,Hinjewadi,2378,4,3,2008,1,13170315
617,Viman Nagar,2361,4,4,2022,1,19830155
618,Kalyani Nagar,1062,2,2,2024,0,11881883
619,Pimpri-Chinchwad,3600,5,5,1994,1,20354025
620,Kalyani Nagar,3089,5,5,2003,1,29136518
621,Koregaon Park,2256,4,4,2021,1,29226795
622,Kalyani Nagar,541,1,1,2017,0,5720053
623,Pimpri-Chinchwad,887,2,2,2016,1,6278720
624,Viman Nagar,1571,3,3,2012,1,12670154
625,Viman Nagar,3999,5,4,1990,1,28186134
626,Hinjewadi,746,1,2,2001,1,4350472
627,Hinjewadi,945,2,2,2018,0,5943512
628,Hinjewadi,1635,3,2,2012,1,9186477
629,Kalyani Nagar,872,2,2,2020,1,9250991
630,Koregaon Park,4154,5,5,2005,1,47720596
631,Koregaon Park,2245,4,4,2024,1,28947291
632,Pimpri-Chinchwad,1659,3,2,1996,1,9895166
633,Koregaon Park,1254,3,3,2010,1,15542680
634,Viman Nagar,1637,3,2,2015,1,14130421
635,Kalyani Nagar,1096,2,2,1998,1,10203943
636,Pimpri-Chinchwad,900,2,2,1999,1,5843893
637,Pimpri-Chinchwad,3313,5,5,1996,1,20083283
638,Pimpri-Chinchwad,1576,3,2,2025,1,10922737
639,Hinjewadi,1610,3,3,2010,1,9325956
640,Kalyani Nagar,817,2,2,2001,0,7931387
641,Viman Nagar,1129,2,2,1995,1,8842655
642,Viman Nagar,1324,3,2,2022,1,11465554
643,Pimpri-Chinchwad,656,1,2,2001,0,4098245
644,Viman Nagar,2725,5,5,1998,1,21604005
645,Viman Nagar,1074,2,2,2014,0,8783359
646,Koregaon Park,1070,2,2,1998,1,12353804
647,Koregaon Park,1654,3,3,2004,0,18114101
648,Hinjewadi,2993,5,4,1997,1,14922633
649,Koregaon Park,3084,5,4,2025,1,40196020
650,Koregaon Park,2179,4,3,1992,1,23457081
651,Kalyani Nagar,2396,4,3,2022,1,26791561
652,Kalyani Nagar,632,1,1,2007,1,6565798
653,Koregaon Park,2193,4,3,2009,1,25403389
654,Hinjewadi,2495,4,4,2009,1,13371916
655,Pimpri-Chinchwad,822,2,2,2003,0,5415790
656,Hinjewadi,1014,2,2,2014,0,5683089
657,Viman Nagar,1629,3,2,1998,1,13042773
658,Hinjewadi,4039,5,5,2007,1,20743215
659,Kalyani Nagar,1041,2,2,2011,1,11116009
660,Viman Nagar,1043,2,2,1996,0,8213502
661,Pimpri-Chinchwad,2403,4,4,1994,1,13744784
662,Koregaon Park,1412,3,3,2022,0,18212409
663,Pimpri-Chinchwad,2587,4,4,2012,0,15862225
664,Koregaon Park,1219,3,3,2013,1,16005128
665,Kalyani Nagar,2065,4,3,2019,1,22579664
666,Koregaon Park,1528,3,2,2026,0,19799901
667,Pimpri-Chinchwad,3262,5,5,1991,1,18419106
668,Pimpri-Chinchwad,894,2,2,2015,0,6014583
669,Hinjewadi,632,1,2,2001,1,3829689
670,Viman Nagar,3586,5,4,2025,1,31957595
671,Kalyani Nagar,647,1,1,2003,1,6120584
672,Koregaon Park,2539,4,4,2024,1,31813629
673,Koregaon Park,802,2,2,2022,0,10078990
674,Viman Nagar,2073,4,3,1998,1,15328162
675,Kalyani Nagar,822,2,2,1993,0,7650270
676,Pimpri-Chinchwad,3687,5,5,2020,1,24022044
677,Viman Nagar,2132,4,4,2013,1,17379776
678,Koregaon Park,1527,3,3,2025,0,18993992
679,Koregaon Park,3437,5,5,2007,1,39832014
680,Pimpri-Chinchwad,1830,4,4,2009,1,12495618
681,Viman Nagar,3368,5,5,2025,1,28718319
682,Hinjewadi,1482,3,2,2007,1,8221498
683,Koregaon Park,3046,5,4,2025,0,37772416
684,Pimpri-Chinchwad,533,1,2,2005,1,3618304
685,Pimpri-Chinchwad,3080,5,5,2023,1,20933651
686,Kalyani Nagar,1227,3,2,2013,1,13307983
687,Kalyani Nagar,1855,4,3,2005,1,17701045
688,Hinjewadi,4114,5,5,1991,1,19528197
689,Hinjewadi,662,1,2,1992,0,3244189
690,Koregaon Park,2398,4,3,2009,1,27231474
691,Viman Nagar,598,1,2,2005,0,4743053
692,Koregaon Park,2455,4,4,2002,1,27605784
693,Kalyani Nagar,2195,4,4,2011,1,23119857
694,Kalyani Nagar,2201,4,4,2002,1,21507739
695,Pimpri-Chinchwad,969,2,2,2002,1,5933430
696,Kalyani Nagar,643,1,1,2001,0,5834076
697,Viman Nagar,1444,3,2,2009,1,12203994
698,Kalyani Nagar,2548,4,4,2018,1,25538431
699,Viman Nagar,1811,4,4,2026,0,16440950
700,Viman Nagar,2595,4,3,2011,1,20439220
701,Viman Nagar,1399,3,2,1997,0,10940665
702,Pimpri-Chinchwad,3790,5,5,2003,1,21844377
703,Hinjewadi,807,2,2,2014,0,5055733
704,Koregaon Park,990,2,2,2021,1,12472906
705,Hinjewadi,644,1,1,2019,0,3649350
706,Hinjewadi,882,2,2,1998,1,4850693
707,Koregaon Park,2284,4,4,1993,1,23797603
708,Pimpri-Chinchwad,3019,5,4,2007,1,18557499
709,Koregaon Park,1090,2,2,2013,0,13552450
710,Koregaon Park,1548,3,2,1999,1,18273090
711,Pimpri-Chinchwad,2192,4,4,2002,1,14043996
712,Pimpri-Chinchwad,663,1,2,1999,1,4118005
713,Hinjewadi,727,1,1,1992,1,3925681
714,Viman Nagar,1514,3,2,1999,0,11577227
715,Kalyani Nagar,531,1,2,2004,0,5445234
716,Kalyani Nagar,683,1,1,2018,0,6820739
717,Kalyani Nagar,1298,3,2,2015,0,13060951
718,Viman Nagar,3848,5,4,2018,1,32511380
719,Hinjewadi,1059,2,2,1995,0,5349915
720,Viman Nagar,723,1,2,2014,1,6359516
721,Viman Nagar,2482,4,3,2000,1,18527217
722,Viman Nagar,845,2,2,1997,1,7185467
723,Kalyani Nagar,2913,5,4,1990,1,26524979
724,Koregaon Park,2107,4,4,2020,1,27320819
725,Viman Nagar,1894,4,4,2021,1,17105793
726,Hinjewadi,1323,3,3,2017,1,7839115
727,Hinjewadi,3086,5,4,2014,1,17625793
728,Kalyani Nagar,1835,4,4,2010,1,19787669
729,Kalyani Nagar,3807,5,5,2014,1,38552093
730,Kalyani Nagar,1645,3,2,2006,0,15629085
731,Koregaon Park,1143,2,2,1996,0,12065639
732,Kalyani Nagar,1590,3,2,1994,0,15067149
733,Koregaon Park,1263,3,3,2017,1,16694902
734,Pimpri-Chinchwad,1622,3,3,2009,1,10426655
735,Viman Nagar,1013,2,2,1994,0,7749552
736,Hinjewadi,824,2,2,1994,0,4578472
737,Koregaon Park,3151,5,5,2024,1,39235791
738,Koregaon Park,3425,5,5,2000,0,39585559
739,Kalyani Nagar,1365,3,2,1997,1,13029437
740,Viman Nagar,685,1,2,2024,1,6338600
741,Hinjewadi,2951,5,5,2025,1,17471758
742,Pimpri-Chinchwad,4100,5,4,1998,1,22815482
743,Kalyani Nagar,3122,5,4,2003,1,28958170
744,Koregaon Park,815,2,2,2000,1,9804191
745,Kalyani Nagar,2114,4,3,2013,1,21757207
746,Hinjewadi,591,1,2,1999,0,3139405
747,Kalyani Nagar,1387,3,3,1992,1,12875287
748,Viman Nagar,1693,3,3,1994,1,12259194
749,Hinjewadi,2120,4,4,2022,1,12531025
750,Pimpri-Chinchwad,1414,3,3,2006,1,9424918
751,Hinjewadi,3119,5,5,2026,1,18454662
752,Viman Nagar,3384,5,4,1999,1,25911761
753,Hinjewadi,663,1,1,2016,1,3929565
754,Viman Nagar,3894,5,4,2013,1,30322564
755,Hinjewadi,2723,5,4,1998,1,14479524
756,Hinjewadi,2239,4,3,2015,1,12949769
757,Pimpri-Chinchwad,617,1,2,2008,0,3986256
758,Koregaon Park,1864,4,3,2010,1,21385683
759,Pimpri-Chinchwad,818,2,2,2005,0,5101453
760,Hinjewadi,1994,4,4,2021,1,11740128
761,Pimpri-Chinchwad,1582,3,3,1996,0,9005769
762,Pimpri-Chinchwad,1061,2,2,2011,0,6483768
763,Kalyani Nagar,1119,2,2,2026,1,12028705
764,Hinjewadi,980,2,2,2010,1,5904010
765,Viman Nagar,3235,5,5,2012,1,27922653
766,Hinjewadi,1247,3,2,1994,1,6611624
767,Koregaon Park,3263,5,4,2020,1,42249691
768,Pimpri-Chinchwad,907,2,2,2019,1,6576092
769,Hinjewadi,927,2,2,1998,1,5366350
770,Hinjewadi,1008,2,2,2023,1,6095322
771,Pimpri-Chinchwad,679,1,2,1990,0,3713421
772,Hinjewadi,562,1,2,1997,0,2950935
773,Koregaon Park,3195,5,4,2007,1,35963444
774,Pimpri-Chinchwad,666,1,1,2026,0,4385188
775,Kalyani Nagar,3947,5,5,2022,1,41815648
776,Koregaon Park,1031,2,2,2011,0,12427360
777,Hinjewadi,950,2,2,1990,0,4643260
778,Viman Nagar,1244,3,3,2023,1,11630293
779,Viman Nagar,1696,3,2,1996,1,13018073
780,Koregaon Park,3226,5,4,2003,1,37866519
781,Kalyani Nagar,837,2,2,2012,1,9280525
782,Pimpri-Chinchwad,3257,5,4,1990,1,17858590
783,Koregaon Park,1690,3,2,2004,1,19221942
784,Koregaon Park,1358,3,2,2024,1,17599985
785,Pimpri-Chinchwad,2917,5,4,2004,1,17749016
786,Viman Nagar,4189,5,4,2015,0,33838333
787,Viman Nagar,2915,5,5,2023,0,24749280
788,Koregaon Park,631,1,1,1992,1,7180327
789,Viman Nagar,666,1,2,1993,0,5011777
790,Koregaon Park,565,1,1,2011,0,6492769
791,Pimpri-Chinchwad,590,1,2,1999,1,3825421
792,Pimpri-Chinchwad,1897,4,3,2025,1,13441621
793,Viman Nagar,889,2,2,1991,1,6899654
794,Pimpri-Chinchwad,1123,2,2,1993,1,6767312
795,Hinjewadi,1201,3,2,1992,0,6173596
796,Hinjewadi,1020,2,2,2011,0,5801466
797,Hinjewadi,3738,5,5,1993,0,17892086
798,Pimpri-Chinchwad,3890,5,4,1991,1,21408687
799,Viman Nagar,1596,3,2,2019,0,14276927
800,Koregaon Park,2288,4,4,2020,1,27813555
801,Viman Nagar,1018,2,2,2023,0,9129285
802,Kalyani Nagar,3454,5,4,2020,1,37765490
803,Kalyani Nagar,2506,4,3,2003,1,24462295
804,Kalyani Nagar,1520,3,2,2004,0,15153852
805,Viman Nagar,812,2,2,2019,0,7294191
806,Kalyani Nagar,3078,5,5,2023,1,34179131
807,Koregaon Park,2915,5,4,2017,1,37663336
808,Koregaon Park,2597,4,3,2021,1,33282406
809,Pimpri-Chinchwad,1100,2,2,1996,1,6522268
810,Hinjewadi,1421,3,3,2023,1,8925063
811,Kalyani Nagar,4012,5,4,2022,1,40075861
812,Pimpri-Chinchwad,945,2,2,1993,0,5713006
813,Koregaon Park,1691,3,2,2008,0,18969167
814,Koregaon Park,880,2,2,2024,1,11770627
815,Pimpri-Chinchwad,1692,3,2,2014,1,11531526
816,Viman Nagar,1009,2,2,1991,1,7911609
817,Kalyani Nagar,1827,4,4,1999,1,18258886
818,Viman Nagar,1689,3,2,2009,1,13173389
819,Koregaon Park,3178,5,4,2008,1,37398922
820,Koregaon Park,3876,5,5,2014,1,46332441
821,Hinjewadi,726,1,2,1996,0,3594168
822,Hinjewadi,1535,3,2,1990,1,7727163
823,Pimpri-Chinchwad,1607,3,3,2022,0,10551920
824,Pimpri-Chinchwad,3431,5,5,2025,1,22629354
825,Kalyani Nagar,2326,4,3,2014,1,24514380
826,Pimpri-Chinchwad,957,2,2,2026,1,7148619
827,Viman Nagar,911,2,2,1993,1,6860217
828,Pimpri-Chinchwad,4192,5,5,2000,0,24067537
829,Koregaon Park,630,1,2,2000,0,7220178
830,Viman Nagar,1430,3,2,2004,1,11140403
831,Koregaon Park,3742,5,4,2008,1,45339010
832,Hinjewadi,1470,3,2,2004,1,7879524
833,Koregaon Park,599,1,2,2003,1,7275082
834,Kalyani Nagar,1644,3,2,2018,1,16603596
835,Koregaon Park,3001,5,4,2014,1,38087728
836,Koregaon Park,1079,2,2,2003,1,12070976
837,Viman Nagar,3921,5,5,2001,1,28491394
838,Viman Nagar,2374,4,4,2011,1,19623133
839,Koregaon Park,3688,5,4,2022,1,45345736
840,Kalyani Nagar,3829,5,4,2011,1,38245720
841,Koregaon Park,1997,4,3,2015,1,24374267
842,Kalyani Nagar,1020,2,2,2026,0,11355569
843,Koregaon Park,2032,4,4,2024,1,26798043
844,Hinjewadi,961,2,2,2005,1,5680368
845,Viman Nagar,1637,3,2,1994,1,12378092
846,Hinjewadi,961,2,2,2013,1,5663126
847,Pimpri-Chinchwad,2332,4,4,2004,1,14308337
848,Hinjewadi,1310,3,2,2003,1,7141394
849,Viman Nagar,619,1,2,2017,0,5230752
850,Koregaon Park,2862,5,5,1997,1,30431191
851,Viman Nagar,1579,3,2,2008,1,12934660
852,Hinjewadi,868,2,2,2005,0,4801160
853,Kalyani Nagar,1042,2,2,2014,0,10877137
854,Koregaon Park,1464,3,3,2023,0,18329226
855,Koregaon Park,1051,2,2,1998,0,11333683
856,Koregaon Park,1047,2,2,1993,0,11788847
857,Koregaon Park,1099,2,2,1995,1,12266125
858,Kalyani Nagar,521,1,2,1995,0,4954064
859,Viman Nagar,1608,3,2,2022,1,14727512
860,Hinjewadi,662,1,1,1999,1,3641719
861,Koregaon Park,563,1,2,1990,1,6223094
862,Kalyani Nagar,618,1,2,1995,0,5801328
863,Hinjewadi,582,1,2,2011,0,3275209
864,Hinjewadi,547,1,1,1991,0,2736375
865,Koregaon Park,3592,5,5,2008,1,39855321
866,Pimpri-Chinchwad,2289,4,3,2008,1,14089537
867,Pimpri-Chinchwad,2183,4,4,1991,1,12613062
868,Koregaon Park,1545,3,2,2016,0,18514652
869,Koregaon Park,837,2,2,2006,0,10195944
870,Hinjewadi,938,2,2,2014,0,5424956
871,Hinjewadi,722,1,1,2024,0,4089408
872,Kalyani Nagar,1135,2,2,2003,1,11535467
873,Pimpri-Chinchwad,2790,5,5,2006,1,18064890
874,Viman Nagar,3076,5,5,2019,1,27212490
875,Hinjewadi,2820,5,5,2006,1,14898074
876,Viman Nagar,1202,3,3,1992,1,9075163
877,Koregaon Park,707,1,2,2011,0,8485848
878,Viman Nagar,692,1,2,2015,0,5844480
879,Pimpri-Chinchwad,1227,3,3,1995,1,8045070
880,Koregaon Park,4001,5,5,2023,1,52143145
881,Kalyani Nagar,1354,3,3,2016,1,15034323
882,Koregaon Park,839,2,2,1999,1,9832279
883,Viman Nagar,834,2,2,1990,1,6513524
884,Viman Nagar,2860,5,5,2010,1,24611655
885,Hinjewadi,1362,3,2,1996,1,7070355
886,Viman Nagar,807,2,2,2019,1,7261501
887,Koregaon Park,1246,3,2,2026,1,16073192
888,Pimpri-Chinchwad,853,2,2,1990,1,4979073
889,Koregaon Park,1130,2,2,2010,0,13472112
890,Hinjewadi,1591,3,2,2013,1,9390259
891,Pimpri-Chinchwad,4121,5,4,2024,1,27328436
892,Hinjewadi,839,2,2,1992,0,4385137
893,Hinjewadi,1404,3,3,2005,1,8087026
894,Koregaon Park,1007,2,2,2022,0,12334478
895,Pimpri-Chinchwad,2833,5,4,1999,1,16488458
896,Hinjewadi,3463,5,5,2023,1,20550231
897,Pimpri-Chinchwad,746,1,2,2003,1,4962043
898,Hinjewadi,1351,3,2,2026,1,8807839
899,Kalyani Nagar,1299,3,2,2026,1,14512502
900,Viman Nagar,648,1,1,2012,0,5505267
901,Viman Nagar,3023,5,4,1992,1,23165129
902,Kalyani Nagar,1007,2,2,2010,0,10522489
903,Hinjewadi,4048,5,5,2002,1,20359722
904,Koregaon Park,565,1,2,2003,0,6384936
905,Koregaon Park,1390,3,3,2001,1,16794649
906,Pimpri-Chinchwad,3000,5,5,2006,1,18660040
907,Pimpri-Chinchwad,1980,4,3,2000,1,12283924
908,Kalyani Nagar,1135,2,2,2016,0,12175767
909,Viman Nagar,628,1,1,2017,0,5251142
910,Hinjewadi,1306,3,3,2025,0,8130783
911,Koregaon Park,601,1,1,1994,0,6547457
912,Kalyani Nagar,3039,5,4,2005,1,30222742
913,Koregaon Park,1069,2,2,2006,1,12447719
914,Koregaon Park,2549,4,3,1997,1,27285147
915,Koregaon Park,4192,5,5,2013,1,51313678
916,Viman Nagar,3847,5,4,2018,1,30771149
917,Kalyani Nagar,1463,3,3,2020,1,15705058
918,Hinjewadi,1506,3,2,2022,1,8902744
919,Viman Nagar,1913,4,4,2018,1,16302743
920,Kalyani Nagar,2488,4,4,2007,1,24394572
921,Koregaon Park,1914,4,3,2013,1,23037956
922,Kalyani Nagar,3448,5,4,2006,1,34232080
923,Viman Nagar,917,2,2,2019,0,8170501
924,Viman Nagar,2466,4,3,2020,1,21451871
925,Hinjewadi,1112,2,2,2018,1,6755219
926,Kalyani Nagar,2915,5,5,1990,1,26793851
927,Viman Nagar,3448,5,5,2015,1,29789489
928,Hinjewadi,979,2,2,2009,0,5567166
929,Pimpri-Chinchwad,2812,5,5,1993,1,16259506
930,Kalyani Nagar,1828,4,4,1999,1,17864345
931,Koregaon Park,961,2,2,2002,1,11448486
932,Hinjewadi,1128,2,2,2003,1,6360588
933,Pimpri-Chinchwad,2014,4,3,1995,1,12201276
934,Viman Nagar,631,1,2,2002,0,5246758
935,Hinjewadi,1414,3,3,2022,1,8559708
936,Kalyani Nagar,963,2,2,1992,0,9092495
937,Kalyani Nagar,1323,3,2,2003,1,12656955
938,Kalyani Nagar,1220,3,3,2009,1,12907123
939,Pimpri-Chinchwad,4147,5,5,2007,1,24351778
940,Kalyani Nagar,612,1,1,2008,0,6084460
941,Koregaon Park,575,1,1,2018,0,7190375
942,Kalyani Nagar,585,1,2,2011,0,6241913
943,Pimpri-Chinchwad,1857,4,3,2003,1,11283383
944,Pimpri-Chinchwad,519,1,2,1995,0,3296485
945,Kalyani Nagar,1688,3,3,2017,1,17076655
946,Pimpri-Chinchwad,1254,3,2,2007,1,8176936
947,Hinjewadi,1588,3,3,2010,0,9120413
948,Viman Nagar,745,1,2,1999,1,5930597
949,Hinjewadi,860,2,2,1991,1,4738817
950,Pimpri-Chinchwad,3160,5,4,1990,1,17219607
951,Viman Nagar,628,1,2,2009,1,5316966
952,Koregaon Park,2519,4,4,1991,1,26108143
953,Hinjewadi,2448,4,3,2013,1,13279888
954,Viman Nagar,601,1,1,2002,0,4608901
955,Viman Nagar,1612,3,3,2019,1,13625191
956,Viman Nagar,891,2,2,2011,1,7527780
957,Pimpri-Chinchwad,2941,5,5,2009,1,18838218
958,Viman Nagar,1149,2,2,2022,0,10179730
959,Viman Nagar,931,2,2,1994,1,7089591
960,Kalyani Nagar,714,1,2,1996,0,6364258
961,Hinjewadi,820,2,2,2005,1,5176177
962,Koregaon Park,3534,5,5,1990,1,35726716
963,Koregaon Park,619,1,2,2008,0,7641356
964,Hinjewadi,630,1,1,2023,0,3632421
965,Viman Nagar,618,1,2,2015,0,5173463
966,Hinjewadi,1523,3,2,1994,1,8361148
967,Kalyani Nagar,1114,2,2,2003,1,10784479
968,Kalyani Nagar,1049,2,2,2000,1,10005250
969,Pimpri-Chinchwad,584,1,2,2008,0,3816985
970,Pimpri-Chinchwad,2553,4,4,2025,1,17569444
971,Koregaon Park,980,2,2,2025,1,12482387
972,Viman Nagar,1621,3,3,1999,1,13182262
973,Pimpri-Chinchwad,1149,2,2,2007,0,7416650
974,Hinjewadi,595,1,1,2023,1,3748712
975,Kalyani Nagar,3163,5,4,2026,1,33630195
976,Viman Nagar,2823,5,4,2015,1,23797160
977,Koregaon Park,651,1,1,2005,0,7183309
978,Kalyani Nagar,3272,5,5,2017,1,33994223
979,Kalyani Nagar,1361,3,3,1999,1,12799962
980,Hinjewadi,1311,3,2,2002,1,7278925
981,Hinjewadi,1220,3,2,1991,0,6548596
982,Pimpri-Chinchwad,1514,3,3,1996,0,8998826
983,Pimpri-Chinchwad,2469,4,3,2006,1,14530804
984,Koregaon Park,3404,5,5,2023,1,44362255
985,Hinjewadi,1883,4,4,2016,1,11980795
986,Pimpri-Chinchwad,1065,2,2,1993,1,6689387
987,Pimpri-Chinchwad,605,1,1,2022,0,4062367
988,Koregaon Park,2497,4,3,2012,1,28500763
989,Koregaon Park,935,2,2,2018,1,12530857
990,Pimpri-Chinchwad,1694,3,3,1997,1,10592907
991,Koregaon Park,2555,4,4,2023,0,31169055
992,Koregaon Park,540,1,1,2000,0,5771831
993,Viman Nagar,3883,5,5,1995,1,27752429
994,Viman Nagar,535,1,2,1996,0,4270078
995,Pimpri-Chinchwad,1331,3,3,2008,1,8426691
996,Koregaon Park,3620,5,5,1991,1,37159603
997,Viman Nagar,1565,3,3,2013,0,13669295
998,Kalyani Nagar,1558,3,3,2011,1,15878667
999,Pimpri-Chinchwad,2135,4,4,2005,1,13081836
1000,Hinjewadi,2084,4,4,1996,1,10929633
1001,Hinjewadi,1211,3,3,2005,1,7335515
1002,Pimpri-Chinchwad,1405,3,3,1998,1,8403709
1003,Koregaon Park,1057,2,2,2001,0,12507713
1004,Hinjewadi,4102,5,5,2014,1,21694726
1005,Koregaon Park,579,1,1,2003,0,6844994
1006,Kalyani Nagar,2090,4,3,1993,1,18854092
1007,Kalyani Nagar,638,1,1,2020,0,6587716
1008,Pimpri-Chinchwad,666,1,2,1993,1,3899126
1009,Viman Nagar,1458,3,3,2005,1,12422334
1010,Kalyani Nagar,1339,3,2,1999,0,12951775
1011,Viman Nagar,1921,4,4,2002,1,16046999
1012,Pimpri-Chinchwad,3323,5,5,2007,1,20141339
1013,Koregaon Park,1616,3,3,2022,0,21452905
1014,Pimpri-Chinchwad,1140,2,2,2009,1,7321131
1015,Pimpri-Chinchwad,4038,5,5,1993,1,21973424
1016,Kalyani Nagar,544,1,2,2020,1,5944544
1017,Koregaon Park,2316,4,4,2002,1,25144635
1018,Pimpri-Chinchwad,1488,3,2,2026,1,10159125
1019,Viman Nagar,3526,5,5,2012,1,29948722
1020,Pimpri-Chinchwad,579,1,2,1994,0,3630665
1021,Kalyani Nagar,1133,2,2,2024,1,12829285
1022,Viman Nagar,2803,5,5,2005,1,22876943
1023,Pimpri-Chinchwad,3735,5,4,2026,1,24971177
1024,Kalyani Nagar,3869,5,4,2003,1,35133178
1025,Viman Nagar,898,2,2,2019,1,8212932
1026,Koregaon Park,2805,5,4,2012,1,33022828
